project_short_name,case_barcode,sample_barcode,aliquot_barcode,HGNC_gene_symbol,gene_id,normalized_count,original_gene_symbol,platform
TCGA-KIRP,TCGA-Y8-A897,TCGA-Y8-A897-01A,TCGA-Y8-A897-01A-11R-A36F-07,CPED1,79974,69.2521,C7orf58,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-3467,TCGA-AL-3467-01A,TCGA-AL-3467-01A-02R-1351-07,GNG7,2788,607.6329,GNG7,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9K3,TCGA-5P-A9K3-01A,TCGA-5P-A9K3-01A-11R-A42S-07,H2BFXP,767811,1.7104,H2BFXP,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9JY,TCGA-5P-A9JY-01A,TCGA-5P-A9JY-01A-11R-A42S-07,C9orf173,441476,6.352,C9orf173,IlluminaHiSeq
TCGA-KIRP,TCGA-F9-A8NY,TCGA-F9-A8NY-01A,TCGA-F9-A8NY-01A-11R-A36F-07,C22orf29,79680,163.7913,C22orf29,IlluminaHiSeq
TCGA-KIRP,TCGA-B1-A47O,TCGA-B1-A47O-01A,TCGA-B1-A47O-01A-11R-A24Z-07,UGT2B28,54490,1.4409,UGT2B28,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8312,TCGA-A4-8312-01A,TCGA-A4-8312-01A-11R-2404-07,LINC00899,100271722,47.7555,LOC100271722,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-7128,TCGA-HE-7128-01A,TCGA-HE-7128-01A-11R-1965-07,TLR2,7097,1109.0754,TLR2,IlluminaHiSeq
TCGA-KIRP,TCGA-O9-A75Z,TCGA-O9-A75Z-01A,TCGA-O9-A75Z-01A-11R-A33Z-07,SLC25A33,84275,106.1658,SLC25A33,IlluminaHiSeq
TCGA-KIRP,TCGA-KV-A74V,TCGA-KV-A74V-01A,TCGA-KV-A74V-01A-11R-A33Z-07,C14orf119,55017,1146.8005,C14orf119,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-A5NK,TCGA-HE-A5NK-01A,TCGA-HE-A5NK-01A-11R-A26U-07,TCAP,8557,1.9268,TCAP,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J5,TCGA-2Z-A9J5-01A,TCGA-2Z-A9J5-01A-21R-A38C-07,PRKAG2,51422,416.4706,PRKAG2,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-3466,TCGA-AL-3466-01A,TCGA-AL-3466-01A-02R-1351-07,RAD54L,8438,285.4412,RAD54L,IlluminaHiSeq
TCGA-KIRP,TCGA-DW-7842,TCGA-DW-7842-01A,TCGA-DW-7842-01A-11R-A32Z-07,SLC38A1,81539,5964.997,SLC38A1,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-7501,TCGA-G7-7501-01A,TCGA-G7-7501-01A-11R-2204-07,CD69,969,33.2246,CD69,IlluminaHiSeq
TCGA-KIRP,TCGA-Y8-A8S0,TCGA-Y8-A8S0-01A,TCGA-Y8-A8S0-01A-11R-A37K-07,DDX55,57696,286.8885,DDX55,IlluminaHiSeq
TCGA-KIRP,TCGA-IA-A40Y,TCGA-IA-A40Y-01A,TCGA-IA-A40Y-01A-11R-A24Z-07,RYR2,6262,1.292,RYR2,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-A5NJ,TCGA-HE-A5NJ-01A,TCGA-HE-A5NJ-01A-11R-A26U-07,FAAP100,80233,2466.6998,C17orf70,IlluminaHiSeq
TCGA-KIRP,TCGA-MH-A561,TCGA-MH-A561-01A,TCGA-MH-A561-01A-11R-A26U-07,TMEM30B,161291,158.6639,TMEM30B,IlluminaHiSeq
TCGA-KIRP,TCGA-B3-4103,TCGA-B3-4103-01A,TCGA-B3-4103-01A-02R-1351-07,SAMD9,54809,382.9978,SAMD9,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A44B,TCGA-B9-A44B-01A,TCGA-B9-A44B-01A-11R-A24Z-07,ING1,3621,182.8325,ING1,IlluminaHiSeq
TCGA-KIRP,TCGA-B1-5398,TCGA-B1-5398-01A,TCGA-B1-5398-01A-02R-1592-07,IGF2BP2,10644,359.5392,IGF2BP2,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-7062,TCGA-BQ-7062-01A,TCGA-BQ-7062-01A-11R-1965-07,FAM32A,26017,1470.3321,FAM32A,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A69E,TCGA-B9-A69E-01A,TCGA-B9-A69E-01A-11R-A31O-07,NEU2,4759,0.4127,NEU2,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PZ,TCGA-UZ-A9PZ-01A,TCGA-UZ-A9PZ-01A-11R-A42S-07,LRRTM1,347730,0.6596,LRRTM1,IlluminaHiSeq
TCGA-KIRP,TCGA-B1-7332,TCGA-B1-7332-01A,TCGA-B1-7332-01A-11R-A32Z-07,APOM,55937,588.1323,APOM,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PU,TCGA-UZ-A9PU-01A,TCGA-UZ-A9PU-01A-11R-A42S-07,SEPT7P2,641977,182.1346,SEPT7P2,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A71W,TCGA-SX-A71W-01A,TCGA-SX-A71W-01A-12R-A355-07,LY96,23643,36.833,LY96,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-A8LC,TCGA-G7-A8LC-01A,TCGA-G7-A8LC-01A-11R-A36F-07,PCDHGC3,5098,5211.115,PCDHGC3,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SQ,TCGA-SX-A7SQ-01A,TCGA-SX-A7SQ-01A-12R-A36F-07,TRMT44,152992,138.9679,C4orf23,IlluminaHiSeq
TCGA-KIRP,TCGA-F9-A7Q0,TCGA-F9-A7Q0-01A,TCGA-F9-A7Q0-01A-11R-A36F-07,DHX35,60625,344.6185,DHX35,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7997,TCGA-A4-7997-01A,TCGA-A4-7997-01A-11R-2204-07,FKBP2,2286,821.8345,FKBP2,IlluminaHiSeq
TCGA-KIRP,TCGA-B1-5398,TCGA-B1-5398-01A,TCGA-B1-5398-01A-02R-1592-07,CMA1,1215,2.6907,CMA1,IlluminaHiSeq
TCGA-KIRP,TCGA-B1-A654,TCGA-B1-A654-01A,TCGA-B1-A654-01A-11R-A31O-07,MLLT3,4300,609.383,MLLT3,IlluminaHiSeq
TCGA-KIRP,TCGA-DW-7840,TCGA-DW-7840-01A,TCGA-DW-7840-01A-11R-A32Z-07,VCPKMT,79609,142.5029,C14orf138,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8310,TCGA-A4-8310-01A,TCGA-A4-8310-01A-11R-2404-07,CXorf23,256643,198.4364,CXorf23,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JO,TCGA-2Z-A9JO-01A,TCGA-2Z-A9JO-01A-11R-A42S-07,CLUAP1,23059,806.0021,CLUAP1,IlluminaHiSeq
TCGA-KIRP,TCGA-KV-A74V,TCGA-KV-A74V-01A,TCGA-KV-A74V-01A-11R-A33Z-07,GNPDA1,10007,1772.8984,GNPDA1,IlluminaHiSeq
TCGA-KIRP,TCGA-IA-A83S,TCGA-IA-A83S-01A,TCGA-IA-A83S-01A-11R-A355-07,NMNAT3,349565,216.0774,NMNAT3,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-6790,TCGA-G7-6790-01A,TCGA-G7-6790-01A-11R-1965-07,POLG,5428,1113.8027,POLG,IlluminaHiSeq
TCGA-KIRP,TCGA-KV-A6GD,TCGA-KV-A6GD-01A,TCGA-KV-A6GD-01A-11R-A31O-07,PRDM12,59335,3.0075,PRDM12,IlluminaHiSeq
TCGA-KIRP,TCGA-O9-A75Z,TCGA-O9-A75Z-01A,TCGA-O9-A75Z-01A-11R-A33Z-07,ZDHHC5,25921,2895.0592,ZDHHC5,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J5,TCGA-2Z-A9J5-01A,TCGA-2Z-A9J5-01A-21R-A38C-07,KLHL8,57563,129.4118,KLHL8,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-A5XZ,TCGA-A4-A5XZ-01A,TCGA-A4-A5XZ-01A-11R-A31O-07,INTS6,26512,378.8508,INTS6,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8310,TCGA-A4-8310-01A,TCGA-A4-8310-01A-11R-2404-07,CEP295,85459,248.3195,KIAA1731,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-3468,TCGA-AL-3468-01A,TCGA-AL-3468-01A-02R-1351-07,C14orf166,51637,1495.9901,C14orf166,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9K4,TCGA-5P-A9K4-01A,TCGA-5P-A9K4-01A-11R-A42S-07,MMP15,4324,2106.3007,MMP15,IlluminaHiSeq
TCGA-KIRP,TCGA-Y8-A8S0,TCGA-Y8-A8S0-01A,TCGA-Y8-A8S0-01A-11R-A37K-07,HPSE,10855,13.3072,HPSE,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-4113,TCGA-B9-4113-01A,TCGA-B9-4113-01A-01R-1193-07,IFT52,51098,599.8501,IFT52,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SO,TCGA-SX-A7SO-01A,TCGA-SX-A7SO-01A-11R-A355-07,UTP20,27340,611.9403,UTP20,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-7268,TCGA-B9-7268-01A,TCGA-B9-7268-01A-11R-A32Z-07,COL11A1,1301,0.318,COL11A1,IlluminaHiSeq
TCGA-KIRP,TCGA-F9-A7Q0,TCGA-F9-A7Q0-01A,TCGA-F9-A7Q0-01A-11R-A36F-07,,339568,0.5053,LOC339568,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A5W7,TCGA-B9-A5W7-01A,TCGA-B9-A5W7-01A-11R-A31O-07,PLXDC2,84898,662.0567,PLXDC2,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-AAVL,TCGA-P4-AAVL-01A,TCGA-P4-AAVL-01A-11R-A42S-07,AHI1,54806,255.3191,AHI1,IlluminaHiSeq
TCGA-KIRP,TCGA-IA-A83T,TCGA-IA-A83T-01A,TCGA-IA-A83T-01A-11R-A355-07,TRMT10C,54931,190.7118,RG9MTD1,IlluminaHiSeq
TCGA-KIRP,TCGA-GL-A4EM,TCGA-GL-A4EM-01A,TCGA-GL-A4EM-01A-11R-A24Z-07,ZNF343,79175,125.1647,ZNF343,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PQ,TCGA-UZ-A9PQ-01A,TCGA-UZ-A9PQ-01A-11R-A42S-07,PIGQ,9091,1559.4181,PIGQ,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A8YH,TCGA-B9-A8YH-01A,TCGA-B9-A8YH-01A-11R-A37K-07,TADA1,117143,293.0657,TADA1,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-7128,TCGA-HE-7128-01A,TCGA-HE-7128-01A-11R-1965-07,ARHGAP11B,89839,5.539,ARHGAP11B,IlluminaHiSeq
TCGA-KIRP,TCGA-IA-A40X,TCGA-IA-A40X-01A,TCGA-IA-A40X-01A-11R-A24Z-07,MICU3,286097,84.077,EFHA2,IlluminaHiSeq
TCGA-KIRP,TCGA-DW-5561,TCGA-DW-5561-01A,TCGA-DW-5561-01A-01R-1592-07,C10orf55,414236,7.6586,C10orf55,IlluminaHiSeq
TCGA-KIRP,TCGA-B3-4103,TCGA-B3-4103-01A,TCGA-B3-4103-01A-02R-1351-07,ZEB2,9839,1415.66,ZEB2,IlluminaHiSeq
TCGA-KIRP,TCGA-DW-5560,TCGA-DW-5560-01A,TCGA-DW-5560-01A-01R-1592-07,PAICS,10606,636.0318,PAICS,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9Q0,TCGA-UZ-A9Q0-01A,TCGA-UZ-A9Q0-01A-12R-A42S-07,SLC44A3,126969,737.2331,SLC44A3,IlluminaHiSeq
TCGA-KIRP,TCGA-MH-A856,TCGA-MH-A856-01A,TCGA-MH-A856-01A-11R-A355-07,TNFRSF18,8784,183.908,TNFRSF18,IlluminaHiSeq
TCGA-KIRP,TCGA-Y8-A897,TCGA-Y8-A897-01A,TCGA-Y8-A897-01A-11R-A36F-07,SLC39A11,201266,458.9104,SLC39A11,IlluminaHiSeq
TCGA-KIRP,TCGA-4A-A93W,TCGA-4A-A93W-01A,TCGA-4A-A93W-01A-11R-A37K-07,MTRF1L,54516,256.9944,MTRF1L,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-A5EA,TCGA-P4-A5EA-01A,TCGA-P4-A5EA-01A-11R-A28H-07,ACBD4,79777,617.6913,ACBD4,IlluminaHiSeq
TCGA-KIRP,TCGA-AT-A5NU,TCGA-AT-A5NU-01A,TCGA-AT-A5NU-01A-11R-A28H-07,SMU1,55234,1143.6751,SMU1,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PQ,TCGA-UZ-A9PQ-01A,TCGA-UZ-A9PQ-01A-11R-A42S-07,BRINP2,57795,48.945,FAM5B,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8515,TCGA-A4-8515-01A,TCGA-A4-8515-01A-11R-2404-07,LINC01559,283422,9.1446,C12orf36,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8312,TCGA-A4-8312-01A,TCGA-A4-8312-01A-11R-2404-07,SGOL1,151648,1.8913,SGOL1,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7734,TCGA-A4-7734-01A,TCGA-A4-7734-01A-11R-A32Z-07,ITFG2,55846,461.1522,ITFG2,IlluminaHiSeq
TCGA-KIRP,TCGA-F9-A4JJ,TCGA-F9-A4JJ-01A,TCGA-F9-A4JJ-01A-11R-A24Z-07,KCNIP3,30818,21.2041,KCNIP3,IlluminaHiSeq
TCGA-KIRP,TCGA-KV-A6GD,TCGA-KV-A6GD-01A,TCGA-KV-A6GD-01A-11R-A31O-07,CTH,1491,51.1278,CTH,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SP,TCGA-SX-A7SP-01A,TCGA-SX-A7SP-01A-11R-A355-07,CENPU,79682,59.2499,MLF1IP,IlluminaHiSeq
TCGA-KIRP,TCGA-MH-A561,TCGA-MH-A561-01A,TCGA-MH-A561-01A-11R-A26U-07,KMO,8564,55.0647,KMO,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A71R,TCGA-SX-A71R-01A,TCGA-SX-A71R-01A-12R-A33Z-07,GPR62,118442,18.8041,GPR62,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A5W7,TCGA-B9-A5W7-01A,TCGA-B9-A5W7-01A-11R-A31O-07,ETFA,2108,2221.6312,ETFA,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-6795,TCGA-G7-6795-01A,TCGA-G7-6795-01A-11R-1965-07,C5orf63,401207,21.9987,FLJ44606,IlluminaHiSeq
TCGA-KIRP,TCGA-4A-A93Y,TCGA-4A-A93Y-01A,TCGA-4A-A93Y-01A-11R-A37K-07,HEXA-AS1,80072,41.96,C15orf34,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5886,TCGA-BQ-5886-01A,TCGA-BQ-5886-01A-11R-1592-07,TLR2,7097,334.316,TLR2,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-A44B,TCGA-B9-A44B-01A,TCGA-B9-A44B-01A-11R-A24Z-07,PLIN4,729359,43.1034,PLIN4,IlluminaHiSeq
TCGA-KIRP,TCGA-GL-A9DC,TCGA-GL-A9DC-01A,TCGA-GL-A9DC-01A-11R-A37K-07,SFTPD,6441,19.4557,SFTPD,IlluminaHiSeq
TCGA-KIRP,TCGA-KV-A6GE,TCGA-KV-A6GE-01A,TCGA-KV-A6GE-01A-11R-A31O-07,P2RY13,53829,75.7307,P2RY13,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-6789,TCGA-G7-6789-01A,TCGA-G7-6789-01A-11R-1965-07,,9403,2958.9374,SEP15,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-A5NI,TCGA-HE-A5NI-01A,TCGA-HE-A5NI-01A-11R-A26U-07,GNAI1,2770,1360.4911,GNAI1,IlluminaHiSeq
TCGA-KIRP,TCGA-IZ-A6M8,TCGA-IZ-A6M8-01A,TCGA-IZ-A6M8-01A-11R-A31O-07,MTHFD1L,25902,849.9242,MTHFD1L,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JS,TCGA-2Z-A9JS-01A,TCGA-2Z-A9JS-01A-21R-A42S-07,ENDOU,8909,1.2989,ENDOU,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9Q0,TCGA-UZ-A9Q0-01A,TCGA-UZ-A9Q0-01A-12R-A42S-07,TP53I3,9540,1458.6815,TP53I3,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SS,TCGA-SX-A7SS-01A,TCGA-SX-A7SS-01A-11R-A36F-07,USP33,23032,1365.8892,USP33,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-A5E6,TCGA-P4-A5E6-01A,TCGA-P4-A5E6-01A-11R-A28H-07,GNG5,2787,1902.614,GNG5,IlluminaHiSeq
TCGA-KIRP,TCGA-DW-7837,TCGA-DW-7837-01A,TCGA-DW-7837-01A-11R-2139-07,GPAM,57678,298.14,GPAM,IlluminaHiSeq
TCGA-KIRP,TCGA-F9-A97G,TCGA-F9-A97G-01A,TCGA-F9-A97G-01A-11R-A38C-07,XAB2,56949,1179.6176,XAB2,IlluminaHiSeq
TCGA-KIRP,TCGA-KV-A6GE,TCGA-KV-A6GE-01A,TCGA-KV-A6GE-01A-11R-A31O-07,ZNF217,7764,858.7245,ZNF217,IlluminaHiSeq
TCGA-KIRP,TCGA-IA-A83W,TCGA-IA-A83W-01A,TCGA-IA-A83W-01A-11R-A355-07,SEC14L3,266629,1.2471,SEC14L3,IlluminaHiSeq
TCGA-KIRP,TCGA-GL-A9DC,TCGA-GL-A9DC-01A,TCGA-GL-A9DC-01A-11R-A37K-07,FBXO10,26267,184.8755,FBXO10,IlluminaHiSeq
TCGA-KIRP,TCGA-DZ-6135,TCGA-DZ-6135-01A,TCGA-DZ-6135-01A-11R-1965-07,EOGT,285203,272.1246,C3orf64,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JO,TCGA-2Z-A9JO-01A,TCGA-2Z-A9JO-01A-11R-A42S-07,UBASH3B,84959,42.26,UBASH3B,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-6789,TCGA-G7-6789-01A,TCGA-G7-6789-01A-11R-1965-07,CPSF4,10898,423.8061,CPSF4,IlluminaHiSeq
TCGA-KIRP,TCGA-WN-A9G9,TCGA-WN-A9G9-01A,TCGA-WN-A9G9-01A-12R-A37K-07,RS1,6247,6.435,RS1,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-A4TM,TCGA-G7-A4TM-01A,TCGA-G7-A4TM-01A-11R-A31O-07,GYG2,8908,52.7336,GYG2,IlluminaHiSeq
TCGA-KIRP,TCGA-4A-A93X,TCGA-4A-A93X-01A,TCGA-4A-A93X-01A-11R-A37K-07,LINC01134,100133612,57.2803,LOC100133612,IlluminaHiSeq
TCGA-KIRP,TCGA-GL-A59T,TCGA-GL-A59T-01A,TCGA-GL-A59T-01A-21R-A28H-07,REEP2,51308,64.2105,REEP2,IlluminaHiSeq
TCGA-KIRP,TCGA-Y8-A894,TCGA-Y8-A894-01A,TCGA-Y8-A894-01A-11R-A36F-07,MLANA,2315,1.6072,MLANA,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-A4TM,TCGA-G7-A4TM-01A,TCGA-G7-A4TM-01A-11R-A31O-07,TGFBRAP1,9392,257.0764,TGFBRAP1,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-3472,TCGA-AL-3472-01A,TCGA-AL-3472-01A-01R-1193-07,MAGI1,9223,338.3362,MAGI1,IlluminaHiSeq
TCGA-KIRP,TCGA-B9-7268,TCGA-B9-7268-01A,TCGA-B9-7268-01A-11R-A32Z-07,CBLN1,869,0.318,CBLN1,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7915,TCGA-A4-7915-01A,TCGA-A4-7915-01A-11R-2204-07,LLPH,84298,611.8987,LLPH,IlluminaHiSeq
TCGA-KIRP,TCGA-GL-A4EM,TCGA-GL-A4EM-01A,TCGA-GL-A4EM-01A-11R-A24Z-07,FAM188B,84182,194.9934,FAM188B,IlluminaHiSeq
TCGA-KIRP,TCGA-DW-5560,TCGA-DW-5560-01A,TCGA-DW-5560-01A-01R-1592-07,GLS2,27165,216.2778,GLS2,IlluminaHiSeq
TCGA-KIRP,TCGA-UN-AAZ9,TCGA-UN-AAZ9-01A,TCGA-UN-AAZ9-01A-11R-A38C-07,GDAP1L1,78997,90.9366,GDAP1L1,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7583,TCGA-A4-7583-01A,TCGA-A4-7583-01A-11R-A32Z-07,MMP9,4318,89.6795,MMP9,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-A5DJ,TCGA-AL-A5DJ-01A,TCGA-AL-A5DJ-01A-11R-A26U-07,HEATR1,55127,827.3457,HEATR1,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SP,TCGA-SX-A7SP-01A,TCGA-SX-A7SP-01A-11R-A355-07,SIRT3,23410,1279.0146,SIRT3,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-AAVO,TCGA-P4-AAVO-01A,TCGA-P4-AAVO-01A-11R-A42S-07,FMNL3,91010,143.0662,FMNL3,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9J9,TCGA-2Z-A9J9-01A,TCGA-2Z-A9J9-01A-11R-A42S-07,GSAP,54103,401.2715,PION,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JK,TCGA-2Z-A9JK-01A,TCGA-2Z-A9JK-01A-11R-A42S-07,CENPJ,55835,126.0558,CENPJ,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8630,TCGA-A4-8630-01A,TCGA-A4-8630-01A-11R-2404-07,C17orf50,146853,7.9039,C17orf50,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JK,TCGA-2Z-A9JK-01A,TCGA-2Z-A9JK-01A-11R-A42S-07,C17orf102,400591,1.8164,C17orf102,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5885,TCGA-BQ-5885-01A,TCGA-BQ-5885-01A-11R-1592-07,DEDD,9191,847.0692,DEDD,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-A5E6,TCGA-P4-A5E6-01A,TCGA-P4-A5E6-01A-11R-A28H-07,POTEF,728378,9.7386,POTEF,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9JU,TCGA-5P-A9JU-01A,TCGA-5P-A9JU-01A-11R-A42S-07,UBL4A,8266,1513.3712,UBL4A,IlluminaHiSeq
TCGA-KIRP,TCGA-5P-A9KF,TCGA-5P-A9KF-01A,TCGA-5P-A9KF-01A-11R-A42S-07,TFAP4,7023,174.2921,TFAP4,IlluminaHiSeq
TCGA-KIRP,TCGA-GL-A4EM,TCGA-GL-A4EM-01A,TCGA-GL-A4EM-01A-11R-A24Z-07,SLC6A13,6540,1602.108,SLC6A13,IlluminaHiSeq
TCGA-KIRP,TCGA-AL-3468,TCGA-AL-3468-01A,TCGA-AL-3468-01A-02R-1351-07,HGF,3082,16.0395,HGF,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-A8LE,TCGA-G7-A8LE-01A,TCGA-G7-A8LE-01A-11R-A36F-07,SMIM15,643155,1152.9246,C5orf43,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PP,TCGA-UZ-A9PP-01A,TCGA-UZ-A9PP-01A-11R-A42S-07,PTMS,5763,5903.5765,PTMS,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-A5EB,TCGA-P4-A5EB-01A,TCGA-P4-A5EB-01A-11R-A28H-07,TMEM5,10329,314.059,TMEM5,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-8517,TCGA-A4-8517-01A,TCGA-A4-8517-01A-11R-2404-07,TP73-AS1,57212,903.5129,KIAA0495,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PR,TCGA-UZ-A9PR-01A,TCGA-UZ-A9PR-01A-11R-A42S-07,CPNE5,57699,5.2029,CPNE5,IlluminaHiSeq
TCGA-KIRP,TCGA-G7-7502,TCGA-G7-7502-01A,TCGA-G7-7502-01A-11R-2204-07,C1orf27,54953,521.2141,C1orf27,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-7129,TCGA-HE-7129-01A,TCGA-HE-7129-01A-11R-1965-07,GTPBP3,84705,330.8307,GTPBP3,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-A5NL,TCGA-HE-A5NL-01A,TCGA-HE-A5NL-01A-11R-A26U-07,RARRES3,5920,1867.2269,RARRES3,IlluminaHiSeq
TCGA-KIRP,TCGA-P4-AAVK,TCGA-P4-AAVK-01A,TCGA-P4-AAVK-01A-11R-A42S-07,TNNT3,7140,0.3946,TNNT3,IlluminaHiSeq
TCGA-KIRP,TCGA-Y8-A896,TCGA-Y8-A896-01A,TCGA-Y8-A896-01A-11R-A36F-07,TNK2,10188,1204.4861,TNK2,IlluminaHiSeq
TCGA-KIRP,TCGA-DW-7838,TCGA-DW-7838-01A,TCGA-DW-7838-01A-11R-2139-07,CCNC,892,1282.6221,CCNC,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A71V,TCGA-SX-A71V-01A,TCGA-SX-A71V-01A-11R-A33Z-07,DYNC1I2,1781,2588.9528,DYNC1I2,IlluminaHiSeq
TCGA-KIRP,TCGA-EV-5902,TCGA-EV-5902-01A,TCGA-EV-5902-01A-11R-1592-07,ADAM9,8754,3824.9861,ADAM9,IlluminaHiSeq
TCGA-KIRP,TCGA-2Z-A9JJ,TCGA-2Z-A9JJ-01A,TCGA-2Z-A9JJ-01A-11R-A42S-07,CDC37L1,55664,344.9569,CDC37L1,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A71V,TCGA-SX-A71V-01A,TCGA-SX-A71V-01A-11R-A33Z-07,RASGRF2,5924,6.7916,RASGRF2,IlluminaHiSeq
TCGA-KIRP,TCGA-BQ-5889,TCGA-BQ-5889-01A,TCGA-BQ-5889-01A-11R-1592-07,GLRA1,2741,0.406,GLRA1,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SQ,TCGA-SX-A7SQ-01A,TCGA-SX-A7SQ-01A-12R-A36F-07,TIGD3,220359,5.2824,TIGD3,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PU,TCGA-UZ-A9PU-01A,TCGA-UZ-A9PU-01A-11R-A42S-07,CD8B,926,4.6404,CD8B,IlluminaHiSeq
TCGA-KIRP,TCGA-GL-7773,TCGA-GL-7773-01A,TCGA-GL-7773-01A-11R-A32Z-07,HAPLN2,60484,1.7498,HAPLN2,IlluminaHiSeq
TCGA-KIRP,TCGA-SX-A7SQ,TCGA-SX-A7SQ-01A,TCGA-SX-A7SQ-01A-12R-A36F-07,PCDHGA3,56112,4.8761,PCDHGA3,IlluminaHiSeq
TCGA-KIRP,TCGA-HE-A5NJ,TCGA-HE-A5NJ-01A,TCGA-HE-A5NJ-01A-11R-A26U-07,BEST4,266675,17.3015,BEST4,IlluminaHiSeq
TCGA-KIRP,TCGA-UZ-A9PU,TCGA-UZ-A9PU-01A,TCGA-UZ-A9PU-01A-11R-A42S-07,ZHX2,22882,1192.9621,ZHX2,IlluminaHiSeq
TCGA-KIRP,TCGA-A4-7997,TCGA-A4-7997-01A,TCGA-A4-7997-01A-11R-2204-07,LAMC1,3915,15476.1581,LAMC1,IlluminaHiSeq
